ATT:Id;ATT:Name;ATT:ParkingArea;ATT:Description;ATT:Type;COM:Id;LOC:Id;ADD:Id
574;Canyon Rio Sass;False;Cascate, marmitte dei giganti e stalattiti. Emozioni e natura alla scoperta del Canyon Rio Sass.;Canyon/Grotte;224;176;10
575;Parco Fluviale Novella;False;Nel parco fluviale Novella un percorso attrezzato per scoprire canyon nascosti, addentrarsi in stretti passaggi e pareti verticali.;Canyon/Grotte;224;329;10
576;Lago di S. Giustina;False;Al centro della Val di Non, è il più grande bacino della provincia.;Lago;184;330;10
577;Lago di Tret;False;Al rifugio e o alla malga per qualche ora di relax in riva al lago di Tret.;Lago;184;176;10
578;Val Nana;False;Anfiteatro naturale, paesaggio incantevole e luogo di osservazione di fenomeni geologici.;Luogo incantevole;197;331;10
579;Brenta Nord;False;Si percorre la valle di Tovel, in una zona del Brenta selvaggia, si passa dal bosco al pascolo alla dolomia in un incantevole paesaggio incontaminato.;Trekking;116;331;10
580;Giro del Lago di Tovel;False;"Il &quot;&quot;&quot;lago rosso&quot;&quot;&quot; è il più grande lago naturale del Trentino, uno dei gioielli naturalistici del Parco Naturale Adamello Brenta.";Trekking;116;176;10
581;Maddalene;False;La catena delle Maddalene è vicina alle grandi vie di collegamento, ma immersa in una natura ancora incontaminata.;Dolomiti;117;332;10
582;Pista ciclabile Val di Non;False;Da giugno 2012 la Val di Non accoglie gli amanti delle due ruote con 25 chilometri di tracciato tra i paesaggi incantevoli dell'Alta Val di Non;Pista ciclabile;225;333;10
583;Passeggiata panoramica da Sanzeno a San Romedio;False;Una passeggiata adatta a tutti che rivela scorci da non lasciarsi sfuggire.;Percorso naturalistico;123;334;10
584;Il Giardino della Rosa a Ronzone;False;"Il &quot;&quot;&quot;Giardino della Rosa&quot;&quot;&quot; sorge subito a valle del centro abitato di Ronzone, in Alta Val di Non. Esteso su un'area di 8500 metri quadrati, questo bellissimo parco inaugurato nella primavera 2012";Parchi e orti botanici;194;335;10
585;Partenza e arrivo a Tuenno un giro attorno al Monte Peller;False;In questi stessi luoghi, dal Peller e dalla Val Nana, si origina uno fra i più interessanti percorsi di trekking, la traversata di qui al Passo del Grostè nel cuore delle Dolomiti di Brenta;Mountain Bike;0;331;10
586;Sul Roen, balconata naturale fra Val di Non e Val d'Adige;False;Il Roen, meta dell'itinerario, è una montagna belvedere fra le più interessanti del Trentino: dalla sua cima si può spaziare con lo sguardo a 360 gradi sulle più alte vette del Trentino Alto Adige;Mountain Bike;0;336;10
587;San Romedio MTB;False;Il Santuario di San Romedio è uno dei luoghi più suggestivi e fotografati del Trentino e l'affascinante valle che da Sanzeno si incunea lungo il Rio di San Romedio è davvero molto caratteristica e di sicuro incanto.;Mountain Bike;0;334;10
588;Giro del Monte Roen;False;Il Monte Roen è una cima estremamente appagante per il grande panorama che offre sulla valle dell'Adige.;Mountain Bike;0;336;10
589;Monte Pin da Bresimo;False;La salita al Monte Pin è uno dei grandi classici del gruppo della Maddalene, in Val di Non.;Trekking;116;337;10
590;Giro del Monte Ometto - Mandelspitz;False;Caratteristiche: Facile;Trekking;116;330;10
591;Cima Stübele;False;Caratteristiche: Percorso di Media Difficoltà;Trekking;116;332;10
592;Monte Peller;False;Caratteristiche: Percorso di Media Difficoltà;Trekking;116;330;10
593;Monte Luco - versante ovest;False;Caratteristiche: Facile;Trekking;116;176;10
594;Monte Schönegg;False;Facile e panoramica escursione nella Catena della Mendola;Trekking;116;338;10
595; Parco Naturale Adamello Brenta;False;"
Via Nazionale, 24
38080 Strembo (TN)
Telefono: 0465.806666 / Fax: 0465.806699E-Mail: info@pnab.it";Parco naturale;0;176;10
596;Val di Fumo;False;"Luogo di nuvole e misteri, ecco l’origine del nome “Fumo” di questa valle spettacolare, al confine con la Lombardia.  Valle di origine glaciale posta ai piedi del Carè Alto (3462 m. slm), ospita le sorgenti del fiume Chiese ed un rifugio accogliente (a 1998 m. slm), prossimo alla malga dove si producono burro e formaggio. Ottima base per escursioni nel gruppo dell’Adamello, sui luoghi della Guerra Bianca (1915-18).È il tratto superiore della lunga ed interessante Valle di Daone. Frequentata per i funghi, i fiori e gli animali, ma anche per le numerose malghe. Famosa per le cascate – anche quelle gelate in inverno, famosa meta per l’ice climbing – la Valle di Daone è stata oggetto nel secondo dopoguerra di grandi lavori idroelettrici, che hanno costruito i laghi di malga Boazzo (1224 m. slm) e di malga Bissina (1790 m.).
Per info:
https://www.pnab.it/poi/val-genova/
https://www.visittrentino.info/it/guida/natura/luoghi-incantevoli/val-di-fumo_md_2308https://www.visitchiese.it/it/territorio/natura/val-di-fumo/";Fiumi e torrenti;226;339;166
597;Val di Breguzzo;False;"La Val di Breguzzo è una delle maggiori valli laterali delle Giudicarie affacciata sulla “Busa di Tione”. Percorsa dal torrente Arnò, affluente del Sarca, che nella parte alta si divide in Arnò e Roldòne. E circondata dalle cime di natura cristallina dell'Adamello.La Val d'Arnò è la principale laterale della Val Breguzzo. Percorsa dal torrente Roldòne, ha un paesaggio alpestre con cascate e alpeggi. Sopra l’Alpe Maggiasone, il Passo del Frate (2246 m) la mette in comunicazione con la Val Bona e la Val Daòne. Attraverso il Passo d’Arnò si scende invece in Val Danèrba. Da Breguzzo si sale a Sasèl fino al rifugio Limes; dal rifugio una strada sulla destra sale fino ai prati di Malga Le Sole, sulle pendici del Monte Cengledino, da cui possiamo scendere verso Tione. Dopo il rifugio Pont’Arnò la valle si apre ed è puntellata di malghe: Malga Stablei, Malga Acquaforte (1371 m), con la sua sorgente minerale, e infine Malga Trivena (1630 m).La Val Trivena è all’interno del Parco Naturale Adamello Brenta. Dal piano di Rèdont, con spettacolari cascate, si entra nella Val del Vescovo. La valle è chiusa  da un imponente circo roccioso di origine glaciale (Creper). Qui possiamo ammirare Cima Cop di Casa (2965 m), Cop di Breguzzo (2997 m), Corno di Trivena (2863 m), Cima Danerba (2910 m) e Corno d’Arnò (2849 m). Alcuni passi mettono in comunicazione  con la Val Daòne (Porte di Danerba 2716 m), la Val San Valentino (Bocca della Cunella 2523 m) e la Val di Fumo (Passo di Breguzzo 2765 m). Qui sono ancora visibili le tracce della Grande Guerra del 1915-1918.Un tempo era nota per le sue miniere di pirite di ferro e galena argentifera e per alcune cave di marmo bianco. Il toponimo Breguzzo (in un documento del 927 d.C.) ha due possibili origini: una celtica (brig=berg=monte) e una germanica (burg=villaggio fortificato).
Per info:
https://www.pnab.it/poi/val-di-breguzzo/
https://www.visittrentino.info/it/guida/natura/luoghi-incantevoli/val-di-breguzzo_md_2246https://www.visitgiudicarie.it/ValBreguzzo";Fiumi e torrenti;226;340;167
598;Museo delle Palafitte di Fiavé;False;"Il Museo è dedicato all'area archeologica situata all'interno del Biotopo Fiavé, nella quale, in passato, sono sorti dei villaggi preistorici palafitticoli.Essa si trova vicino a Fiavé, dove è presente una zona che un tempo era impiegata per l'estrazione della torba. Verso la metà del XIX secolo sono stati trovati i resti di un abitato preistorico, in particolare sono stati rinvenuti in ottimo stato di conservazione i pali che un tempo sostenevano le palafitte del villaggio. Solo nel 1969, grazie agli scavi intrapresi dall'archeologo Renato Perini, sono stati portati alla luce diversi abitati palafitticoli sia in acqua che all'asciutto appartenenti a varie epoche e con essi sono stati rinvenuti numerosi reperti archeologici in buona conservazione.Nel sito archeologico del Biotopo Fiavé si contano sette abitati situati in luoghi diversi e appartenenti a epoche differenti, essi sono tutti sorti sulle sponde di quello che un tempo era il lago Carera, prosciugatosi totalmente con  il passare degli anni.Il primo insediamento è sorto sull'isoletta del lago e risale alla prima metà del IV millennio a.C. (tardo Neolitico), delle capanne si è conservata solo la sistemazione del piano pavimentale. Lungo la sponda sono state deposte grosse pietre, un reticolo di tronchi di larice e pino e un graticcio di rami, cortecce, ghiaia e terra in modo da prolungare artificialmente l'isola verso il lago e aumentare così la superficie a disposizione.Il terzo, quarto e quinto insediamento risalgono al periodo che va dal XVIII al XVI secolo a.C. (età del Bronzo antico e medio). Dei tre insediamenti è stata trovata una fitta selva di pali di larice e abete rosso infissi nella creta lacustre.Il sesto insediamento, come il primo, è sorto sull'isoletta e risale al periodo che va dal XV secolo a.C. (età del Bronzo medio) alla prima metà del XIV secolo a.C. Il villaggio era circondato da una palizzata, le capanne erano costruite sulla terra ferma oppure su piattaforme lungo la sponda del lago. I pali che sostenevano la parte di villaggio sull'acqua erano vincolati saldamente ad una struttura a reticolo di tronchi e travi posta sul fondo del lago e lungo la sponda. Il villaggio venne abbandonato a causa di un grande incendio che lo distrusse, si salvarono solo la parte sommersa e i reperti caduti in acqua.Il settimo insediamento si trovava sul Dos dei Gustinaci, una piccola collina situata al margine meridionale della torbiera. È stato popolato dalla seconda metà del XIV secolo a.C. fino al XVI secolo a.C. (età del Bronzo recente). Le capanne erano disposte regolarmente su terrazzi artificiali ed erano di forma rettangolare. È stata inoltre trovata una massicciata con cassoni in tronchi di legno colmati da pietrame sull'isoletta del lago risalente allo stesso periodo del settimo insediamento, non vi sono però tracce di abitazioni e non è chiara la funzione di questo manufatto.Il Museo è disposto su due piani. Al primo piano vi sono tre stanze, nella prima stanza sono presenti dei monitor che mostrano con dei filmati gli eventi che hanno portato alla creazione del Biotopo Fiavé e all'insediamento dell'uomo, sono presenti inoltre dei cartelloni che introducono il Biotopo Fiavé e la zona palafitticola di Fiavé; la seconda stanza mostra le tecniche utilizzate per eseguire gli scavi e datare i vari reperti, sono presenti inoltre alcuni cartelloni didattici che danno una panoramica sulle sette fasi di insediamento dell'area; la terza stanza è caratterizzata da una lunga vetrina divisa in sette parti, ogni parte è dedicata ad una fase di insediamento e contiene i reperti archeologici che la caratterizzano. In questa stanza è inoltre contenuta una tazza chiamata appunto &quot;Tazza di Fiavé&quot; il cui simbolo è stato inserito nel gonfalone del comune.Il secondo piano è composto da un'unica stanza all'interno della quale è stato costruito un percorso che tramite le vetrine contenenti i reperti, i cartelloni informativi e alcuni video didattici, mostra al visitatore il modo di vivere delle popolazioni delle palafitte. Appena entrati è presente un plastico che mostra un modello in scala di come avrebbe potuto essere il villaggio. E successivamente il percorso mostra i reperti archeologici divisi per categoria di utilizzo, quindi prima vi sono gli strumenti che un tempo venivano utilizzati per l'agricoltura, poi per la cucina, per la tessitura, per l'artigianato e infine per la caccia.
Per info:
http://www.archeotrentino.it/museo-delle-palafitte-di-fiave/
https://www.visitacomano.it/it/i-borghi-contadini/fiav%C3%A9-paese-delle-palafittehttps://www.comune.fiave.tn.it/Aree-tematiche/Palafitte-di-Fiave-UNESCO";Sito Archeologico;196;341;168
599;Gruppo dell'Adamello;False;Il Gruppo dell'Adamello è un massiccio montuoso delle Alpi Retiche meridionali situato tra le province di Trento e Brescia, la cui altitudine massime è costituita dalla vetta omonima di 3539 metri.;Ghiacciaio;117;342;10
600;Parco Avventura in Val di Genova;False;Divertente percorso attrezzato, dalla palestra di roccia al ponte tibetano, per vivere forti emozioni in completa sicurezza con l’aiuto delle Guide Alpine di Madonna di Campiglio e Pinzolo.;Parco avventura;227;343;10
601;Sopra il paese di Tione da Malga Cengledino al Rifugio Limes;False;Grandi boschi e grandi pianure sono il leit motiv paesaggistico di questa cavalcata attraverso la montagna di Tione;Mountain Bike;0;344;10
602;Bruffione Old Track;False;Il Bruffione Old Track rientra sicuramente fra le 5 perle del ciclo-escursionismo trentino;Mountain Bike;0;345;10
603;Forte Corno;False;;Forte;182;346;10
604;Laghetto di Campiglio;False;Laghetto di Madonna di Campiglio, angolo per la pesca sportiva e gli sport invernali.;Lago;184;347;10
605;Laghi di S. Giuliano e Garzonè;False;Passeggiando fra mirtilli e rododendri si arriva all'incantevole conca glaciale che ospita i laghi di S. Giuliano e Garzonè.;Lago;184;348;169
606;Lago d'Idro;False;Il lago d'Idro, di origine glaciale, è situato al confine con la provincia di Brescia.;Lago;184;349;10
607;Val d'Algone;False;Caprioli, camosci, marmotte e... aquile reali.;Luogo incantevole;197;350;170
608;Parco delle Terme di Comano;False;Benessere e salute all'insegna della natura.;Parchi e orti botanici;194;351;171
609;Pista ciclabile Giudicarie Centrali;False;La pista ciclabile delle Giudicarie centrali si sviluppa dal paese di Tione fino al punto dove la valle si stringe in corrispondenza del lago di Ponte Pià, per una lunghezza di circa 6 chilometri.;Pista ciclabile;225;352;10
610;Rafting Fiume Chiese;False;;Canoa/Kayak;195;353;10
611;Club Vela Oasi sezione Canoa;False;Club Vela Oasi sezione Canoa;Canoa/Kayak;195;354;10
612;Cima Vagliana;False;Si tratta di un difficile itinerario scialpinistico che supera il ripido canalino ovest di Cima Vagliana;Sci alpinismo / Sci Escursionismo;115;176;10
613;Cima Vagliana dalla Val Gelada;False;"La celebre salita della Val Gelada può essere notevolmente impreziosita con il raggiungimento di Cima Vagliana attraverso una &quot;variante&quot; logica e per nulla frequentata.";Sci alpinismo / Sci Escursionismo;115;355;10
614;Cima Presanella;False;Grandioso itinerario primaverile con salita lunga, in parte ripida. Il percorso conduce sulla Cima Presanella, la vetta più alta del Trentino;Sci alpinismo / Sci Escursionismo;115;356;10
615;Cima Sassara;False;Itinerario entusiasmante che permette di risalire il versante ovest alla Cima Sassara, il meno ostico, ma non per questo facile.;Sci alpinismo / Sci Escursionismo;115;357;10
616;Cima Artuic;False;Interessantissimo percorso scialpinistico che conduce su Cima Artuic, sinuosa elevazione che si erge alle spalle della Piana delle Malghette.;Sci alpinismo / Sci Escursionismo;115;358;10
617;Castel Romano (Pieve di Bono-Prezzo);False;Il suggestivo Castel Romano, nelle Giudicarie, più essere raggiunto sfruttando l'interessante sentiero botanico che permette di risalire la breve elevazione su cui sono adagiati i ruderi del maniero.;Trekking;116;359;10
618;Grotta Rossa;False;Vetta poco conosciuta al grande pubblico e fuori dai più noti percorsi turistici, la cima Grotta Rossa presenta un eccezionale panorama sulla più nota Valle Aperta e sulla zona della cima Bruffione.;Trekking;116;360;10
619;Giro del Brenta;False;Partenza e arrivo da Stenico, percorso molto impegnativo che sale verso il passo Bregn de l'Ors e porta a Madonna di Campiglio.;Mountain Bike;0;361;10
620;La Forra del Limarò;False;Percorso MTB tecnico ed entusiasmante che gravita attorno alla Forra del Limarò, la profonda gola che da Ponte Arche taglia di netto le Giudicarie Esteriori e sfocia a Sarche;Mountain Bike;0;362;10
621;Ballino;False;Il tour parte e arriva a Riva del Garda.;Mountain Bike;0;363;10
622;M. Misone da Bleggio;False;Bel giro molto panoramico a cavallo del Bleggio e la Val Lomasona.;Mountain Bike;0;364;10
623;Madonna di Campiglio;False;"
Collegio Guide Alpine — c/o Casa delle Guide
38084 Madonna di Campiglio (TN)Tel: +39 (0465) 442634


Gruppo del Brenta, Bocchette Alte

Gruppo del Brenta, Bocchette Centrali 

Gruppo del Brenta, Campanil Alto-cresta ovest

Gruppo del Brenta, Campanil Basso    

Gruppo del Brenta, Campanil Basso, Via Fehrmann

Gruppo del Brenta, Campanil Basso via normale 

Gruppo del Brenta, Campanil Basso, Via Preus   

Gruppo del Brenta, Castelletto di Mezzo, Via Sybilla  

Gruppo del Brenta, Castelletto Inferiore, Via Kiene

Gruppo del Brenta, Castelletto Inferiore, Via Normale  

Gruppo del Brenta, Cima Molveno, Via Agostini

Gruppo del Brenta, Corna Rossa, Via Detassis

Gruppo del Brenta, Crozzon di Brenta, Spigolo Sud

Gruppo del Brenta, Crozzon di Brenta, Via delle Guide

Gruppo del Brenta, Sentiero Benini

Gruppo del Brenta, Sentiero Costanzi

Gruppo del Brenta, Sentiero Oliva Detassis

Gruppo del Brenta, Sentiero Orsi

Gruppo del Brenta, Sentiero Sosat

Gruppo del Brenta, Sentiero Vidi

Gruppo del Brenta, Torre del Brenta, Via Leonardi

Gruppo del Brenta, Torre Prati, Spigolo Armani

Gruppo del Brenta, Via delle Bocchette

Gruppo del Brenta, Sentiero Oliva Detassis

Gruppo del Brenta, Sentiero Orsi

Gruppo del Brenta, Sentiero Sosat

Gruppo del Brenta, Sentiero Vidi

Gruppo del Brenta, Torre del Brenta, Via Leonardi

Gruppo del Brenta, Torre Prati, Spigolo Armani

Gruppo del Brenta, Via delle Bocchette


";Alpinismo;0;176;10
624;Pinzolo;False;"
Gruppo Guide Alpine Pinzolo- c/o Municipio
38086 Pinzolo (TN)Tel: +39 (0465) 501089


Gruppo del Brenta, Sentiero Castiglioni

Gruppo del Brenta, Sentiero dell'Ideale

Gruppo del Brenta, Sentiero dell'Ideale


";Alpinismo;0;176;10
625;Tione di Trento;False;"
Consorzio Turistico Giudicarie Centrali Via Damiano Chiesa, 3
38079 Tione di Trento (TN)Tel: +39 (0465) 323090


Escursione Laghi di Valbona


";Alpinismo;0;176;10
626;Anello Piccolo del Banale;False;L'anello piccolo del Banale si rivela breve ma molto interessante si dal punto di vista tecnico che escursionistico.;Mountain Bike;0;365;10
627;Giro delle Malghe del Casale;False;Dalla Malga di Vigo si gode di un panorama incredibile sulle Dolomiti di Brenta.;Mountain Bike;0;366;10
628;Giro di Deggia Moline mtb;False;Breve percorso ad anello che transita per le incantevoli località di Deggia (Santuario) e di Moline, solitarie frazioni adagiate nell'incontaminata depressione del Rio Moline;Mountain Bike;0;367;10
629;Pinzolo, Monte Spinale;False;Itinerario mountain bike classico e caratterizzato dall'impegnativa forestale di Malga Fevri che in 4.30 km vince ben 580m di dislivello.;Mountain Bike;0;368;10
630;Val d'Algone - Val Rendena;False;La Val d'Algone è l'unica valle pedalabile che si insinua nel Gruppo di Brenta Meridionale, in un contesto ambientale magnifico.;Mountain Bike;0;369;10
631;Laghi di Cornisello;False;Classico itinerario mtb della Val Rendena che si svolge su stradine asfaltate secondarie e conduce ai magnifici Laghi di Cornisello a 2120m di quota.;Mountain Bike;0;370;10
632;Malga Barusela - Malga Rosa;False;Itinerario breve ma con dislivello notevole.;Mountain Bike;0;371;10
633;Pinzolo - Prà Rodont - Circinà;False;Caratteristiche: Difficile;Mountain Bike;0;372;10
634;Val di Bondone - Malga Avalina;False;Caratteristiche: Percorso di Media Difficoltà;Mountain Bike;0;373;10
635;Val Siniciaga;False;Caratteristiche: Percorso di Media Difficoltà;Trekking;116;374;10
636;Eremo di San Martino;False;Percorso breve ma impegnativo che permette l'accesso alla piccola e suggestiva chiesetta di San Martino, posta a picco sopra l'abitato di Carisolo.;Trekking;116;375;10
637;Cima Durmont;False;Si tratta di un percorso classico delle valli Giudicarie che permette di collegare il Passo Daone con la più famosa Cima Durmont.;Trekking;116;376;10
638;Bocenago - Sinter dal Grier;False;Percorso a piedi adatto alle famiglie o per coloro che vogliono fare due passi nel bosco passando per una serie di edifici rurali tipici della val Rendena chiamati solitamente in valle: Case da Mont.;Trekking;116;377;10
639;Monte Melino;False;Breve itinerario escursionistico che permette il collegamento, con ripido sentiero, tra Castel Condino e il Monte Melino.;Trekking;116;378;10
640;Cascata Rio Bianco;False;Questo facile itinerario per famiglie consente di passeggiare fra le spumeggianti cascate del Rio Bianco e di effettuare il percorso didattico del Parco che illustra dettagliatamente gli ambienti vegetali del luogo.;Trekking;116;379;171
641;Passeggiata al Castel Restor;False;Il caratteristico Castel Restor domina dall'alto l'intero altipiano del Bleggio e del Lomaso.;Trekking;116;380;10
642;Altopiano di Boniprati;False;Una distesa verdeggiante punteggiata da case di montagna.;Luogo incantevole;197;176;10
643;Canyon del Limarò;False;A pochi passi dalle Terme di Comano per gli amanti della natura una tappa imperdibile è il canyon del Limarò.;Canyon/Grotte;224;381;172
644;Anello di Malga Rosa;False;Le numerose mulattiere e stradine che si sviluppano a monte di Villa Rendena permettono la risalita all'alpeggio di Malga Rosa;Mountain Bike;0;382;10
645;Cima Lancia da Malga Geridolo - Sarodole;False;Spettacolare percorso che presenta, nella parte alta, un panorama a dir poco superlativo;Trekking;116;383;10
646;Malga Cogorna da Val Marcia;False;La salita a Malga Cogorna dalla Val Marcia è subito impegnativa perché il sentiero si inerpica immediatamente sul versante della montagna;Trekking;116;384;10
647;Malga Lares;False;La Val di Lares è forse la valle laterale più famosa e conosciuta della Val di Genova.;Trekking;116;383;10
648;Malga Cogorna da Cornelle;False;Il percorso a Malga Cogorna si snoda lungo una strada forestale, ripide carrarecce e su sentiero.;Trekking;116;385;10
649;Caderzone Terme- Trekking della Salute;False;"Si tratta di una facile camminata per famiglie che si sviluppa nella stupenda &quot;&quot;&quot;Piana di Caderzone&quot;&quot;&quot; e nel bosco appena a ridosso.";Trekking;116;386;10
650;Giro dei Sei Laghi;False;"Il &quot;Giro dei Sei Laghi &quot; si distingue per la bellezza dell'ambiente naturale in cui è immerso";Trekking;116;387;10
651;Cima Lancia - Gruppo Presanella;False;Caratteristiche: Percorso di Media Difficoltà;Trekking;116;383;10
652;Passato e presente s’incontrano  nel Sentiero San Vili;False;"Aperto nel 1988 dalla S.A.T. (Società Alpinisti Tridentini), il Sentiero San Vili si snoda per quasi cento chilometri fra Trento e Madonna di Campiglio, ricalcando l’antico percorso che nel 400 d.C. portò San Vigilio - terzo Vescovo di Trento ed oggi Patrono della Diocesi -  in Val Rendena durante la sua opera d’evangelizzazione. L’itinerario percorre una serie di antichi sentieri oggi recuperati e sistemati, che la S.A.T. ha provveduto ad indicare con il classico segnavia bianco e rosso, e con numerose tabelle di legno.Il tratto che interessa le Giudicarie parte da Deggia di San Lorenzo in Banale, nota per l’ottocentesca chiesetta della Madonna di Caravaggio e, passando per Andogno sede del dazio vescovile e Tavodo sede della Pieve del Banale, raggiunge la località Moline, antico luogo di lavorazione di metalli e prodotti alimentari con mulini ad acqua. Da Sclemo, col suo pozzo comunitario, si scende verso Stenico dominato dall’antico e rinato castello, sede di una pregevole collezione provinciale di arredi ed oggetti d’epoca. Dal rio Bianco, così chiamato per la caratteristica colorazione delle sue acque, si raggiunge il ponte sul rio Algone dove sorgeva una fabbrica di vetri. Si arriva così al piccolo e suggestivo paesino di Iron (871 m), spopolato dalla peste del 1630, per approdare a Cerana ed alla chiesa di Santo Stefano. Da qui con un sentiero in quota si arriva aLarzana (1004 m); sul rio Manéz si nota l'antica segheria veneziana del XVIIIsecolo. Giunti sul fianco meridionale del monte Bastia, sopra Preore, si possono osservare i resti di un antico castelliere romano, fatto saltare nel 1848 nel corso di una dimostrazione irredentista.Dal Prà de l’Asan (passo Daone) si può scendere verso Tione. E’ consigliata una visita alla cinquecentesca chiesetta di San Vigilio a Vat, contrazione dialettale dal latino &quot;vadum&quot; (guado), posta su di uno sperone di roccia granitica, in destra del fiume Sarca, nei pressi del centro sportivo di Tione. La tradizione vuole che, proprio in questo luogo, un gorgo avrebbe fermato il corpo di San Vigilio, lapidato nel V secolo dai pagani a Mortaso. A poca distanza si trova Tione, importante punto di convergenza delle Giudicarie Esteriori, del Chiese e della Rendena. Una passeggiata per questo borgo abitato fin dall’epoca dei Galli Cenomani (III secolo a.C.) ed una visita all’antica Pieve dell’Assunta, anteriore l’anno Mille, porterà alla scoperta di antichi rioni e scorci caratteristici.Il Sentiero San Vili, scendendo dal Prà de l’Asan, prosegue verso la Val Rendena raggiungendo la località Casarole (1192 m), dove ripidi e secchi tornanti portano al ponte sul fiume Sarca a Vigo Rendena. Con una piccola deviazione si passa a Darè per ammirare Casa Cüs, tipico esempio dell’architettura rendenese e, sulla vecchia strada imperiale che collega Vigo Rendena a Pelugo, si trova il &quot;Capitello delle quattro facce&quot;costruito nel 1348 ed ampliato nel 1630, periodo della peste. A Pelugo merita una visita la chiesa diSant’Antonio Abate che giace solitaria al centro della piana alluvionale del fiume Sarca, abbellita dagli affreschi dei Baschenis e dallo slanciato campanile in granito.Nei pressi della località Màsere si percorre la pista ciclabile della Val Rendena nel tratto Pelugo-Ches-Bocenago. Lungo il tragitto, a Spiazzo, si incontra antica Pieve di Rendena con la cappella di San Vigiliobenedetta il 26 giugno 1895, sorta sul luogo dove la tradizione vuole sia stato martirizzato San Vigilio. ABocenago, sul terrazzo dietro la chiesa di Santa Margherita (autentico gioiello d’arte), si osserva il nuovo campo da golf Val Rendena, godendo una splendida vista sulla vallata. Superati i masi di Caderzone,costeggiando gli impianti sportivi in località Pineta, si giunge a Pinzolo, il paese più importante della Rendena, nota e rinomata stazione alpinistica e sciistica. Merita una visita la chiesetta di San Vigilio, documentata prima del Mille. Sulla facciata meridionale della chiesa domina il &quot;Ballo della morte&quot; o Danza macabra, dipinta nel 1539 da Simone Baschenis de Averara. L’affresco occupa tutta la lunghezza della facciata (21 m) e l’azione si svolge da sinistra verso destra.Dalla Pineta si arriva a Carisolo in località Magnabò. Prendendo a sinistra si può visitare il santuario dellaMadonna del Potere, nato da un’edicola cinquecentesca, con un affresco raffigurante la Vergine col Bambino. In alto, sulla nuda roccia, si vede la chiesetta di Santo Stefano posta all’imboccatura della Val Genova. Riccamente affrescata dai Baschenis, questa chiesetta all’esterno mostra la Danza mcabra, al suo interno custodisce molti affreschi tra cui &quot;la leggendaria spedizione di Carlo Magno&quot;. Da ponte San Nicolò a Carisolo, per la vecchia strada di Campiglio, si giunge a Sant’Antonio di Mavignola (1122 m), base per molte ascensioni nel Parco Naturale Adamello Brenta (Valli d’Agola e Brenta). Proseguendo si arriva a Madonna di Campiglio, notissima stazione turistica adagiata nella bellissima conca verde, incastonata tra il Gruppo di Brenta e gli eterni ghiacciai dell’Adamello e della Presanella. Giovanbattista Righi di Strembo prima e Franz Joseph Österreicher poi, fecero nascere un centro di fama europea. Il sentiero San Vili termina alla splendida chiesetta alpina, in perfetto stile neogotico-tirolese, dedicata a Santa Maria.";Sentieri e Itinerari;0;176;10
653;L’anima di un popolo nel Sentiero Etnografico di Rio Caino;False;"
A Cimego, lungo il percorso del Rio Caino, gli elementi che guidano alla scoperta delle radici etnografiche delle Giudicarie sono l’acqua, il fuoco, il legno, la pietra, il ferro, impreziositi dalla tradizione, dalla storia e dalla leggenda.In sinistra del fiume Chiese, una serie di spazi tematici conducono i visitatori nei luoghi del passato, dove la coltivazione del grano nel campo, la raccolta delle erbe velenose e medicamentose ed il taglio del legname nel bosco, sono i segnali di una vita in simbiosi con la natura. Da quest’intimo legame nasce lo sfruttamento dell’acqua, che diventa la forza motrice nel mulino a pietra da cui nasce una grezza farina che è lavorata in loco. È la stessa acqua che nella fucina muove il maglio, dove il fabbro domina il fuoco e modella il ferro. Queste fiamme ci riportano al Medioevo, dove streghe ed eretici erano mandati al rogo in nome della fede. Qui aleggia lo spirito di Fra Dolcino e della sua compagna Margherita, portati al rogo per aver cercato di riformare la Chiesa.Il nostro filo d’Arianna è il Sentiero che, salendo nel bosco, ci avvicina al duro lavoro del boscaiolo che abbatte le piante, le taglia e le accatasta e, durante l’inverno, le fa scivolare a valle nel canalone (tof) o nell’apposita canaletta di scarico (soenda). Ipunti panoramici di questo percorso sono rappresentati dai camminamenti e dalle trincee della Grande Guerra. La ricostruita baracca militare e gli avvallamenti segnati dal filo spinato riportano ad una guerra di posizione, fatta di repentine conquiste e di lunghe attese, scrutando i movimenti dei nemici sul versante opposto.Pochi metri e si avverte il frenetico e fumoso lavoro del carbonaio che, trasformando la legna in carbonella, riforniva le fucine sottostanti. Seue la calcinaia (calchera) dove i sassi calcarei erano bruciati per produrre la calce usata nella costruzione delle case. La salita al limite del bosco ci porta alla malga ed al pascolo di montagna, dove la lavorazione del latte in formaggio è intervallata dal controllo delle vacche e dalla difesa del prato dall’avanzare del bosco.
Scendendo sul versante più esposto si incontra il roccolo, in posizione strategica per intercettare il volo migratorio degli uccelli. Qui due sistemi di reti, intrappolavano i volatili di passaggio, richiamati da uccelli in gabbia.Il rientro impone una visita al paese di Cimego, composto di grandi case con lunghi ballatoi per essiccare i cereali. Ne sono un bell’esempio la rustica Casa Marascalchi e l’antica e nobile contrada di Quartinago.";Sentieri e Itinerari;0;176;10
